scientific_name,institutionCode,eventDate,year,locality,keep_omit,recordNumber,decimalLatitude,decimalLongitude,recordedBy_simple,recordedBy,current_name
Lupinus breweri,F,1875-07,1875,Mt. Dana,keep,s.n.,37.899649,-119.221262,"McLean, F. P.",Maclean,Lupinus breweri
Calocedrus decurrens,UCB,10/11/1931,1931,Mariposa Big Trees,keep,,37.54876,-119.6457,"Jussel, M. S.",M.S. Jussel,Calocedrus decurrens
Gentianopsis simplex,CM,8/1/1931,1931,Yosemite National Park,keep,5805,37.848325,-119.556977,"Bright, J. F.","Bright, J.F.; Wyman, C.",Gentianopsis simplex
Pedicularis attollens,CM,8/1/1931,1931,Yosemite National Park,keep,5807,37.848325,-119.556977,"Bright, J. F.","Bright, J.F.; Wyman, C.",Pedicularis attollens
Castilleja affinis,CM,8/1/1931,1931,Yosemite National Park,keep,5780,37.848325,-119.556977,"Bright, J. F.","Bright, J.F.; Wyman, C.",Castilleja affinis
Phoradendron leucarpum,CM,9/21/1962,1962,Yosemite National Park,keep,s.n.,37.848325,-119.556977,"Aborn, R. G.","Aborn, R.",NA
Keckiella breviflora,CM,8/1/1931,1931,Yosemite National Park,keep,5793,37.848325,-119.556977,"Bright, J. F.","Bright, J.F.; Wyman, C.",Keckiella breviflora
Epilobium canum,CM,9/11/1962,1962,Yosemite National Park,keep,s.n.,37.848325,-119.556977,"Aborn, R. G.","Aborn, R.",Epilobium canum
Athyrium angustum,CHRB,8/14/1934,1934,"near Nevada Falls, Yosemite National Park; 37.725204 -119.533772",keep,1021,37.725204,-119.533772,"Chrysler, M. A.",M.A. Chrysler,NA
Torreya californica,USF,,NA,Yosemite Valley; from Mrs. Edmund Bridge.,keep,s.n.,37.85,-119.567,"Rodman, M.",M. Rodman,Torreya californica
Boykinia major,CM,9/12/1962,1962,Yosemite National Park,keep,s.n.,37.848325,-119.556977,"Aborn, R. G.","Aborn, R.",Boykinia major
Lupinus formosus,NY,6/24/1973,1973,"In forest of Yosemite Natl. Park, on roadbank along Hwy. 41 1.2 mi SE of jct. of Hwy. 41 with Hwy. 120.",keep,7268,37.7417,-119.77,"Conrad, Melvin L.",M. L. Conrad,Lupinus formosus
Lupinus aridus,CM,8/1/1931,1931,Yosemite National Park,keep,5786,37.848325,-119.556977,"Bright, J. F.","Bright, J.F.; Wyman, C.",NA
Hosackia oblongifolia,CM,8/1/1931,1931,Yosemite National Park,keep,5809,37.848325,-119.556977,"Bright, J. F.","Bright, J.; Wyman, C.",Hosackia oblongifolia
Apocynum androsaemifolium,NY,7/23/1909,1909,"Camp Curry, Yosemite.",keep,s.n.,37.73687,-119.572664,"Ferguson, M. C. (? W.C.)",M. C. Ferguson,Apocynum androsaemifolium
Lilium washingtonianum,NY,7/24/1909,1909,Yosemite Valley,keep,,37.728807,-119.609516,"Ferguson, M. C. (? W.C.)",M. C. Ferguson,Lilium washingtonianum
Lilium washingtonianum,NY,7/24/1909,1909,Yosemite Valley,keep,,37.718399,-119.682002,"Ferguson, M. C. (? W.C.)",M. C. Ferguson,Lilium washingtonianum
Acmispon americanus,CM,8/1/1936,1936,Yosemite National Park,keep,5796,37.848325,-119.556977,"Bright, J. F.","Bright, J.F.; Wyman, C.",Acmispon americanus
Calycanthus occidentalis,CM,9/10/1962,1962,Yosemite National Park,keep,s.n.,37.848325,-119.556977,"Aborn, R. G.","Aborn, R.",Calycanthus occidentalis
Perideridia gairdneri,CM,8/1/1931,1931,Yosemite National Park,keep,5779,37.848325,-119.556977,"Bright, J. F.","Bright, J.F.; Wyman, C.",NA
Cornus nuttallii,CM,1962-09,1962,Yosemite National Park,keep,s.n.,37.848325,-119.556977,"Aborn, R. G.","Aborn, R.",Cornus nuttallii
Spiranthes romanzoffiana,CM,8/1/1931,1931,Yosemite National Park,keep,5800,37.848325,-119.556977,"Bright, J. F.","Bright, J.F.; Wyman, C.",Spiranthes romanzoffiana
Pellaea bridgesii,PH,8/15/1934,1934,"Chinquapin Point - Glacier Point, Yosemite National Park",keep,1033,37.730759,-119.573774,"Chrysler, M. A.",M. A. Chrysler,Pellaea bridgesii
Athyrium filix-femina,PH,8/14/1934,1934,"near Nevada Falls, Yosemite National Park",keep,s.n.,37.725204,-119.533772,"Chrysler, M. A.",M. A. Chrysler,Athyrium filix-femina
Orthilia secunda,CM,9/12/1962,1962,Yosemite National Park,keep,s.n.,37.848325,-119.556977,"Aborn, R. G.","Aborn, R.",Orthilia secunda
Pyrola picta,CM,1962-09,1962,Yosemite National Park,keep,s.n.,37.848325,-119.556977,"Aborn, R. G.","Aborn, R.",Pyrola picta
Rudbeckia californica,LSU,8/20/2006,2006,Crane Flat area; vicinity of Merced Grove; coordinates not exact,keep,9286,37.7584,-119.82766,"Urbatsch, Lowell E.",Lowell E. Urbatsch,Rudbeckia californica
Salix orestera,ASU,,NA,"Gaylor Lake Basin, Yosemite National Park",keep,,37.915798,-119.272635,"Klikoff, Lionel G.",Lionel G. Klikoff,Salix orestera
Drymocallis glandulosa,CM,8/1/1931,1931,Yosemite National Park,keep,5816,37.848325,-119.556977,"Bright, J. F.","Bright, J.F.; Wyman, C.",Drymocallis glandulosa
Erigeron glacialis,CM,9/11/1962,1962,Yosemite National Park,keep,s.n.,37.848325,-119.556977,"Aborn, R. G.","Aborn, R.",Erigeron glacialis
Achillea millefolium,CM,8/1/1931,1931,Yosemite National Park,keep,5781,37.848325,-119.556977,"Bright, J. F.","Bright, J.F.; Wyman, C.",Achillea millefolium
Arctostaphylos patula,PRC,3/26/1947,1947,"Yosemite National Park, Chinquapin.",keep,,37.652039,-119.703054,"Rose, Lewis Samuel",Lewis S. Rose,Arctostaphylos patula
Hieracium albiflorum,CM,8/1/1931,1931,Yosemite National Park,keep,5764,37.848325,-119.556977,"Bright, J. F.","Bright, J.F.; Wyman, C.",Hieracium albiflorum
Juncus ensifolius,CM,1866-06,1866,Yosemite Valley,keep,94,37.716316,-119.665168,"Bolander, Henry Nicholas","Bolander, H.",Juncus ensifolius
Juncus effusus,CM,1866-07,1866,Yosemite Valley,keep,9s.n.,37.716316,-119.665168,"Bolander, Henry Nicholas","Bolander, H.",Juncus effusus
Pseudotsuga menziesii,CM,1962-08,1962,Yosemite National Park,keep,s.n.,37.848325,-119.556977,"Aborn, R. G.","Aborn, R.G.",Pseudotsuga menziesii
Calocedrus decurrens,CM,9/12/1962,1962,Yosemite National Park,keep,s.n.,37.848325,-119.556977,"Aborn, R. G.","Aborn, R.",Calocedrus decurrens
Eriogonum wrightii,ENCB-IPN,9/24/1960,1960,Yosemite National Park,keep,,37.786389,-119.588056,"Rose, Lewis Samuel",Lewis S. Rose,Eriogonum wrightii
Pinus lambertiana,CM,1962-08,1962,Yosemite National Park,keep,s.n.,37.848325,-119.556977,"Aborn, R. G.","Aborn, R.G.",Pinus lambertiana
Pinus jeffreyi,CM,1962-08,1962,Yosemite National Park,keep,s.n.,37.848325,-119.556977,"Aborn, R. G.","Aborn, R.G.",Pinus jeffreyi
Eriogonum wrightii,ENCB-IPN,10/24/1968,1968,Yosemite National Park,keep,,37.786389,-119.588056,"Rose, Lewis Samuel",Lewis S. Rose,Eriogonum wrightii
Physematium scopulinum,CM,8/1/1931,1931,Yosemite National Park,keep,5792,37.848325,-119.556977,"Bright, J. F.","Bright, J.F.; Wyman, C.",NA
Sceptridium multifidum,CM,9/25/1962,1962,Yosemite National Park,keep,s.n.,37.848325,-119.556977,"Aborn, R. G.","Aborn, R.",Sceptridium multifidum
Dichanthelium lanuginosum,CM,8/1/1931,1931,Yosemite National Park,keep,5757,37.848325,-119.556977,"Bright, J. F.","Bright, J.; Wyman, C.",NA
Carex athrostachya,CM,8/1/1931,1931,Yosemite National Park,keep,5776B,37.848325,-119.556977,"Bright, J. F.","Bright, J.; Whyman, C.",Carex athrostachya
Carex whitneyi,CM,8/1/1931,1931,Yosemite National Park,keep,5773,37.848325,-119.556977,"Bright, J. F.","Bright, J.F.; Wyman, C.",Carex whitneyi
Carex subfusca,CM,8/1/1931,1931,Yosemite National Park,keep,5772,37.848325,-119.556977,"Bright, J. F.","Bright, J.F.; Wyman, C.",Carex subfusca
Eriogonum wrightii,LD,10/1/1954,1954,Sentinel Dome,keep,,37.722778,-119.584167,"Rose, Lewis Samuel",Lewis S. Rose,Eriogonum wrightii
Pentagramma triangularis,UConn,7/10/2001,2001,Yosemite National Park,keep,21324,37.85,-119.56777,"Mehrhoff, Leslie J.",Leslie J. Mehrhoff,Pentagramma triangularis
Botrychium simplex,PRC,8/19/1958,1958,Kuna Creek meadows. Yosemite National Park.,keep,,37.792007,-119.260456,"Rodin, Robert J.",R. J. Rodin,Botrychium simplex
Lupinus sellulus,UConn,6/18/1986,1986,Yosemite National Park,keep,1862,37.85,-119.56777,"Mehrhoff, Leslie J.",Leslie J. Mehrhoff,Lupinus sellulus
Pseudotsuga menziesii,NPS,,NA,Ledge Trail,keep,,37.7339,-119.5734,"Alcorn, Wayne",Alcorn Wayne,Pseudotsuga menziesii
Calocedrus decurrens,K,,NA,"[""""Crocker's Ranch""""]",x,s.n.,37.75,-119.5,"Lemmon, John G.","Lemmon, J.G.",Calocedrus decurrens
Chrysolepis chrysophylla,MNHN,,NA,,keep,,37.64993,-119.70517,"Lemmon, John G.","Lemmon, J.G.",NA
Draba lemmonii,CM,1878-08-17,1878,Mt. Lyell,keep,s.n.,37.739375,-119.271536,"Lemmon, John G.","Lemmon, J.G.",Draba lemmonii
Abies magnifica,MNHN,1876-08-01/1876-08-31,1876,,keep,,37.97424,-119.58164,"Lemmon, John G.",Lemmon,Abies magnifica
Taxus brevifolia,MNHN,1874-09-01/1874-09-30,1874,,keep,,37.81279,-119.56501,"Lemmon, John G.",Lemmon,Taxus brevifolia
Pseudotsuga menziesii,UCB,1889-07-01,1889,Near Woodville,x,,37.7116,-119.5797,"Lemmon, John G.",Lemmon,Pseudotsuga menziesii
Corallorhiza striata,BRIT,7/11/1929,1929,"Above Gentry Station, Yosemite, California.",keep,s.n.,37.724722,-119.715556,unknown,leg.ign.,Corallorhiza striata
Pseudotsuga menziesii,NYBG,6/21/1911,1911,"Yosemite National Park, Yosemite Valley, near Le Conte Memorial",keep,,37.7264,-119.6116,"Abrams, Le Roy",Le Roy Abrams,Pseudotsuga menziesii
Pseudotsuga menziesii,HU,6/21/1911,1911,Yosemite Valley,keep,,37.7264,-119.6116,"Abrams, Le Roy",Le Roy Abrams,Pseudotsuga menziesii
Athyrium americanum,KU,9/1/1963,1963,"Sierra Nevada, Yosemite, vicinity of Mt Hoffman, W side, headwaters of Porcupine Creek",keep,,37.823924,-119.568072,"Kiefer, Lawrence L.",Lawrence L Kiefer,Athyrium americanum
Myriopteris gracillima,KU,7/31/1963,1963,"Sierra Nevada, Yosemite Valley, Ledge Trail above Camp Curry",keep,,37.73687,-119.572664,"Kiefer, Lawrence L.",Lawrence L Kiefer,Myriopteris gracillima
Geranium californicum,MA,6/9/1911,1911,"Mariposa Co., Stoneman",keep,,37.73,-119.57,"Abrams, Le Roy",L.R. Abrams,Geranium californicum
Abies concolor,NPS,,NA,Ledge Trail,keep,,37.7339,-119.5734,"Alcorn, Wayne",Wayne Alcorn,Abies concolor
Artemisia spiciformis,USU,9/21/2004,2004,Just west of Tioga Pass.,keep,19787,37.8781,-119.2808,"Shultz, L.","L. Shultz, D. Tart, Clint McArthy",Artemisia spiciformis
Artemisia spiciformis,USU,9/21/2004,2004,Just west of Tioga Pass.,keep,19788,37.8781,-119.2808,"Shultz, L.","L. Shultz, D. Tart, Clint McArthy",Artemisia spiciformis
Artemisia michauxiana,USU,9/21/2004,2004,Yosemite National Park; Between Ellery Lake and Walker Creek,x,19790,37.878333,-119.281111,"Shultz, L.",L. Shultz,NA
Erigeron compositus,USU,9/21/2004,2004,Yosemite National Park; Betwee Ellery Lake and Walker Creek,x,19790.1,37.8783,-119.2811,"Shultz, L.",L. Shultz,Erigeron compositus
Salix jepsonii,ASU,8/4/1931,1931,"Yosemite National Park; Tioga river, on Middle Fork of Tuolumne River, 9 km W of White Wolf",keep,511,37.848325,-119.556977,"Ball, Carleton R.","C.R. Ball; H.P. Bracelin, B. Kautz",Salix jepsonii
Acer macrophyllum,ASU,8/25/1960,1960,"Yosemite National Park, 5 mi N of Arch Rock Ranger Station; 37.687365 -119.729682",keep,5486,37.687365,-119.729682,"Glassman, S. F.",S.F. Glassman,Acer macrophyllum
Salix lucida,ASU,8/4/1931,1931,Yosemite National Park; 37.848325 -119.556977,keep,508,37.848325,-119.556977,"Ball, Carleton R.","C.R. Ball; H.P. Bracelin, B. Kautz",Salix lasiandra
Phoradendron pauciflorum,ASU,8/17/1969,1969,1.7 mi N of Avalanche Creek in Yosemite Natl Park; 37.702236 -119.722238,keep,2067,37.702236,-119.722238,"Cooke, John C.","Cooke, Pinkava, Keil, Weber; John C. Cooke, D.J. Pinkava, David J. Keil",Phoradendron pauciflorum
Eriogonum wrightii,USF,10/24/1968,1968,Yosemite National Park; Church Bowl.,keep,68193,37.85,-119.567,"Rose, Lewis Samuel",L. S. Rose,Eriogonum wrightii
Cystopteris fragilis,VT,1878,1878,Yosemite,keep,s.n.,37.866181,-119.542236,"Bradley, C. B.",C. B. Bradley,Cystopteris fragilis
Cystopteris fragilis,PH,,NA,"Lady Franklin Rock, Yosemite Valley",keep,s.n.,37.744737,-119.593425,"Fox, Mrs. L. R.",L. R. Fox,Cystopteris fragilis
Solanum umbelliferum,F,7/12/1911,1911,Yosemite Valley,keep,4676,37.745913,-119.593414,"Abrams, Le Roy",L. R. Abrams,Solanum umbelliferum
Athyrium filix-femina,ASC,8/31/1963,1963,"Sierra Nevada, Yosemite, Glacier Pt. Rd",keep,891,37.739176,-119.573602,"Kiefer, Lawrence L.",L. Kiefer,Athyrium filix-femina
Myriopteris gracillima,ASC,7/31/1963,1963,"Sierra Nevada, Yosemite Valley, Ledge Trail above Camp Curry",keep,669,37.73687,-119.572664,"Kiefer, Lawrence L.",L. Kiefer,Myriopteris gracillima
Geranium californicum,MA,7/3/1932,1932,"Tuolumne Co., Sierra Nevada, Aspen valley, Yosemite valley",keep,,37.82,-119.77,"Benson, Lyman D.",L. Benson,Geranium californicum
Boechera holboellii,USF,6/21/1911,1911,Yosemite Valley; Yosemite National Park.,keep,s.n.,37.85,-119.567,"Abrams, Le Roy",L. Abrams,Boechera holboellii
Montia chamissoi,USF,6/20/1911,1911,Yosemite Valley.,keep,4447,37.85,-119.567,"Abrams, Le Roy",L. Abrams,Montia chamissoi
Anaphalis margaritacea,DES,8/6/1940,1940,"Porcupine Flat, Yosemite Nat Park",keep,s.n.,37.8061,-119.5655,"Templeton, Bonnie C.",B. C. Templeton,Anaphalis margaritacea
Juncus chlorocephalus,USF,6/22/1911,1911,Yosemite Valley.,keep,4477,37.85,-119.567,"Abrams, Le Roy",L. Abrams,Juncus chlorocephalus
Ipomopsis aggregata,DES,8/6/1940,1940,"Yosemite National Park, Sierra Nevada, Snow Flat near Tioga Pass",keep,s.n.,37.824924,-119.50044,"Templeton, Bonnie C.",B. C. Templeton,Ipomopsis aggregata
Carex hoodii,NY,6/19/1911,1911,Yosemite National Park. Yosemite Valley.,keep,4398,37.718399,-119.682002,"Abrams, Le Roy",L. Abrams,Carex hoodii
Arnica discoidea,NY,6/27/1911,1911,Yosemite National Park. Yosemite Valley.,keep,4527,37.718399,-119.682002,"Abrams, Le Roy",L. Abrams,Arnica discoidea
Penstemon roezlii,NY,6/19/1911,1911,Yosemite Valley,keep,4404,37.718399,-119.682002,"Abrams, Le Roy",L. Abrams,Penstemon roezlii
Juncus sphaerocarpus,NY,6/27/1911,1911,Yosemite National Park. Yosemite Valley.,keep,4517,37.718399,-119.682002,"Abrams, Le Roy",L. Abrams,Juncus sphaerocarpus
Keckiella breviflora,NY,6/27/1911,1911,Yosemite Valley,keep,4524,37.718399,-119.682002,"Abrams, Le Roy",L. Abrams,Keckiella breviflora
Platanthera colemanii,NY,7/14/1911,1911,Yosemite National Park: Tamarack Flat,keep,4698,37.751594,-119.737936,"Abrams, Le Roy",L. Abrams,NA
Erigeron strigosus,NY,1911-06,1911,"Yosemite National Park, Yosemite Valley",keep,4559,37.718399,-119.682002,"Abrams, Le Roy",L. Abrams,Erigeron strigosus
Cornus sericea,,7/29/1903,1903,above donner Lake toward Donner Pass,keep,"Heller, AA  s.n.",37.71859,-119.355469,"Heller, Amos Arthur",Heller AA,Cornus sericea
Deschampsia danthonioides,USF,6/18/1911,1911,Yosemite Valley.,keep,4374,37.85,-119.567,"Abrams, Le Roy",L. Abrams,Deschampsia danthonioides
Bromus commutatus,USF,6/18/1911,1911,Yosemite Valley.,keep,4377,37.85,-119.567,"Abrams, Le Roy",L. Abrams,Bromus commutatus
Calochortus monanthus,,1967-07-01/1967-07-31,1967,"Yosemite National Park, near Wawona.",keep,"Kuiper, PJC; Kuiper-Lapré, CMH  141",37.54399,-119.646655,"Kuiper, P. J. C.",Kuiper PJC; Kuiper-Lapré CMH,NA
Calocedrus decurrens,UCB,1907-08,1907,"12 mi from Hetch Hetchy, S.H. Ausin Ranch",keep,,37.88584,-119.7407,"Jones, Katherine D.",K.D. Jones,Calocedrus decurrens
Bolandra californica,WS,1883-07,1883,Yosemite.,keep,s.n.,37.71639,-119.66417,K. C.,K.C.,Bolandra californica
Claytonia perfoliata,USF,6/2/1967,1967,In the mountains just W of Yosemite National Park on highway 120 near Priest Station.,x,s.n.,37.85,-119.567,"Snell, K. S.",K. S. Snell,Claytonia perfoliata
Eriodictyon crassifolium,USF,6/2/1967,1967,W of Yosemite Nat. Park on CA 120; near Priest Station.,x,s.n.,37.85,-119.567,"Snell, K. S.",K. S. Snell,NA
Hackelia mundula,KU,7/13/1968,1968,Gin Flat,keep,,37.760412,-119.768521,"Gentry Jr., Johnnie L.","Johnnie L Gentry; Earl Jensen, Jr",Hackelia mundula
Persicaria hydropiperoides,MEL,8/6/1912,1912,"Yosemite Valley, Mariposa County, in the Transition Zone.",keep,1142,37.733333,-119.6,"Chandler, Harley P.","Chandler, H.P.",Persicaria hydropiperoides
Platanthera sparsiflora,NY,1866,1866,Yosemite Valley,keep,6251,37.728807,-119.609516,"Bolander, Henry Nicholas",H. N. Bolander,Platanthera sparsiflora
Hackelia velutina,KU,7/15/1968,1968,"Yosemite National Park, road to Crane Flat Lookout",keep,,37.753941,-119.809555,"Gentry Jr., Johnnie L.","Johnnie L Gentry; Earl Jensen, Jr",Hackelia velutina
Delphinium depauperatum,ASU,8/17/1969,1969,ca 1.5 miles west of Yosemite National Park east exit; 37.886987 -119.268194; 37.886987 -119.268194,keep,2140,37.886987,-119.268194,"Cooke, John C.","Cooke; Pinkava, Keil, Weber",Delphinium depauperatum
Aquilegia formosa,ASU,8/17/1969,1969,ca 1.5 miles west of Yosemite National Park east exit; 37.886987 -119.268194,keep,2141A,37.886987,-119.268194,"Cooke, John C.","Cooke; Pinkava, Keil, Weber",Aquilegia formosa
Nama aretioides,YPM,1865,1865,Yosemite Valley,keep,341a,37.727785,-119.628475,"Torrey, John",John Torrey,NA
Carex feta,ID,8/13/1976,1976,"Near Yosemite Lodge, Yosemite Valley.",keep,52249,37.743259,-119.598499,"Howell, John Thomas",John Thomas Howell,Carex feta
Phacelia hastata,USU,8/11/1938,1938,Mount Dana,keep,4524,37.899649,-119.221262,"Howell, John Thomas",John Thomas Howell,Phacelia hastata
Muhlenbergia montana,USU,7/23/1949,1949,Soldier Lake.,keep,25646,38.048611,-119.353611,"Howell, John Thomas",John Thomas Howell,Muhlenbergia montana
Epipactis gigantea,NY,1866,1866,Yosemite Valley,keep,6250,37.728807,-119.609516,"Bolander, Henry Nicholas",H. N. Bolander,Epipactis gigantea
Bulbostylis capillaris,ASU,8/17/1969,1969,Meadow just north of Yosemite Village in Yosemite National Park,keep,2102,37.749069,-119.596568,"Cooke, John C.","Cooke; Pinkava, Keil, Weber",Bulbostylis capillaris
Erythranthe cardinalis,ASU,8/17/1969,1969,0.7 mi S of Avalanche Creek in Yosemite National Park,keep,2082,37.677918,-119.730986,"Weber, Wallace A.","Wallace Weber; John C. Cooke, Donald J. Pinkava, and David J. Keil",Erythranthe cardinalis
Juncus nevadensis,ASU,8/17/1969,1969,ca 1.5 miles west of Yosemite National Park east exit,keep,2148,37.886987,-119.268194,"Cooke, John C.","Cooke; Pinkava, Keil, & Weber",Juncus nevadensis
Luzula cascadensis,ASU,8/17/1969,1969,Ca. 1.5 miles West of Yosemite National Park East exit.,keep,2149,37.886987,-119.268194,"Cooke, John C.","Cooke; Pinkava, Keil, Weber",Luzula cascadensis
Elymus hansenii,USU,9/27/1945,1945,Mt. Dana,keep,21519,37.898904,-119.24332,"Howell, John Thomas",John Thomas Howell,Elymus elymoides
Cordylanthus tenuis,ASU,8/17/1969,1969,"Ca 0.7 mi S of Avalanche Creek ,in Yosemite National Park",keep,2077,37.861374,-119.556977,"Cooke, John C.","Cooke, Pinkava, Keil, Weber",Cordylanthus tenuis
Castilleja applegatei,ASU,7/22/1966,1966,"Yosemite National Park, slope between Tioga Pass and Mt. Dana.",keep,2925,37.903031,-119.241444,"Holmgren, Noel H.",N.H. Holmgren; J.L. Reveal,Castilleja applegatei
Epilobium canum,ASU,8/24/1960,1960,"Yosemite National Park, 2 mi S of Bridalveil Fall",keep,5541,37.687594,-119.646833,"Glassman, S. F.",S.F. Glassman,Epilobium canum
Nuphar polysepala,ASU,8/17/1969,1969,Meadow on Rte 120 in Yosemite National Park,keep,2116,37.749069,-119.596568,"Cooke, John C.","Cooke, Pinkava, Keil, Weber; Pinkava, Keil, Weber",Nuphar polysepala
Selaginella bigelovii,YPM,,NA,Mount Dana,keep,,37.899686,-119.221249,"Bigelow, John M.",John M. Bigelow,NA
Zeltnera venusta,ASU,8/17/1969,1969,Meadow just north of Yosemite Village in Yosemite National Park,keep,2099,37.749069,-119.596568,"Cooke, John C.","Cooke, Pinkava, Keil, Weber; Pinkava, Keil, Weber",Zeltnera venusta
Lupinus breweri,ASU,8/17/1969,1969,Meadow adjacent to Siesta Lake on Rte 120 in Yosemite National Park,keep,2107,37.749069,-119.596568,"Cooke, John C.","Cooke, Pinkava, Keil, Weber; Pinkava, Keil, Weber",Lupinus breweri
Acmispon americanus,ASU,8/17/1969,1969,"Ca 0.2 mi S of Mosquito Creek, along Rte. 41 ,in Yosemite National Park",keep,2059,37.861374,-119.556977,"Cooke, John C.","Cooke, Pinkava, Keil, Weber",Acmispon americanus
Penstemon laetus,ASU,8/17/1969,1969,4.1 miles W of Lake Tenaya along Route 120 in Yosemite National Park,keep,2131,37.812781,-119.50373,"Weber, Wallace A.","Wallace Weber; Donald J. Pinkava, John C. Cooke, and David J. Keil",Penstemon laetus
Penstemon newberryi,ASU,8/17/1969,1969,4.1 miles W of Lake Tenaya along Route 120 in Yosemite National Park,keep,2133,37.812781,-119.50373,"Weber, Wallace A.","Wallace Weber; Donald J. Pinkava, John C. Cooke, and David J. Keil",Penstemon newberryi
Penstemon laetus,ASU,8/17/1969,1969,0.7 mi S of Avalance Creek in Yosemite Natl Park,keep,2081,37.665178,-119.712124,"Weber, Wallace A.","Wallace Weber; Donald J. Pinkava, John C. Cooke, and David J. Keil",Penstemon laetus
Penstemon laetus,ASU,8/5/1956,1956,"Near Tamarack Flat Campground along the creek, Yosemite Natl park",keep,6099,37.751316,-119.735382,"Rodin, Robert J.",R. J. Rodin,Penstemon laetus
Penstemon laetus,ASU,8/17/1969,1969,0.7 mi S of Avalance Creek in Yosemite Natl Park,keep,2081,37.665178,-119.712124,"Weber, Wallace A.","Wallace Weber; Donald J. Pinkava, John C. Cooke, and David J. Keil",Penstemon laetus
Penstemon rostriflorus,ASU,8/17/1969,1969,5.2 mi E of Siesta Lake along Rte 120 in Yosemite Natl Park,keep,2121,37.850103,-119.571477,"Weber, Wallace A.","Wallace Weber; John C. Cooke, Donald J. Pinkava, and David J. Keil",Penstemon rostriflorus
Collinsia tinctoria,ASU,8/17/1969,1969,Ca. 0.2 mi S of Mosquito Creek along route 41 in Yosemite National Park,keep,2061,37.576288,-119.682013,"Weber, Wallace A.","Weber; John C. Cooke, D.J. Pinkava, David J. Keil",Collinsia tinctoria
Collinsia parviflora,ASU,8/17/1969,1969,Ca 1.5 mi W of Yosemite Natl Park E exit,keep,2145,37.892503,-119.261047,"Weber, Wallace A.","Weber; John C. Cooke, Donald J. Pinkava, and David J. Keil",Collinsia parviflora
Sequoiadendron giganteum,UConn,5/24/1964,1964,"Yosemite Valley, Yosemite National Park",keep,10390,37.71638,-119.66527,"Thomas, John H.",John H. Thomas,Sequoiadendron giganteum
Sedum spathulifolium,PH,1872-08-19,1872,"Nevada Fall, Yosemite",keep,100,37.725204,-119.533772,"Redfield, John H.",John H. Redfield,Sedum spathulifolium
Sequoiadendron giganteum,KU,5/26/1969,1969,"Yosemite National Forest, ca 1.5 mi NW of Crane Flat; Tuolumne Grove",keep,,37.774264,-119.807133,"Thomas, John H.",John H Thomas,Sequoiadendron giganteum
Sequoiadendron giganteum,KU,5/26/1969,1969,"Yosemite National Forest, ca 1.5 mi NW of Crane Flat; Tuolumne Grove",keep,,37.774264,-119.807133,"Thomas, John H.",John H Thomas,Sequoiadendron giganteum
Castilleja applegatei,USU,7/22/1966,1966,"Yosemite National Park, slope between Tioga Pass and Mt. Dana.",keep,2925,37.903031,-119.241444,"Holmgren, Noel H.",Noel H. Holmgren; James L. Reveal,Castilleja applegatei
Juncus hemiendytus,USU,8/4/1980,1980,"Glen Aulin & Dog lake trailheads, Tuolumne Meadows west of Lembert Dome, Yosemite National Park",keep,3933,37.885533,-119.35903,"Ertter, Barbara",Barbara Ertter; Jeffrey L. Strachan,Juncus hemiendytus
Draba lemmonii,YPM,1878-08-19,1878,Summit of Mount Lyell,keep,,37.740643,-119.275419,"Lemmon, John G.",John G. Lemmon,Draba lemmonii
Pseudotsuga menziesii,CalBG,1/24/1971,1971,"Yosemite Creek, Yosemite Valley",keep,,37.7264,-119.6116,"Shevock, James R.",Jim Shevock,Pseudotsuga menziesii
Lupinus polyphyllus,ID,9/15/2003,2003,"Adjacent to the Lyell Fork of the Tuolumne River, approx. 0.25 miles N of John Muir Trail.",keep,03-YNP-229,37.858333,-119.408333,"Jimenez, Jason ",Jason Jimenez,Lupinus burkei
Maianthemum stellatum,ID,9/15/2003,2003,"Collected adjacent to the Lyell Fork of the Tuolume River, approx. 0.25 mi N of John Muir Trail.",keep,,37.875,-119.372222,"Jimenez, Jason ",Jason Jimenez,Maianthemum stellatum
Monardella odoratissima,ID,9/15/2003,2003,"NW side of Pothole Dome, W end of Tuolumne Meadows, ca 500 ft S of Tuolumne River.",keep,03-YNP-227,37.866667,-119.408333,"Jimenez, Jason ",Jason Jimenez,Monardella odoratissima
Euphorbia eriantha,NY,3/21/1973,1973,"Big Maria Mountains, 12 airline miles north of downtown Blythe. Locally common in sandy wash bottom.",x,6424,37.544287,-119.529862,"Holmgren, Noel H.",N. H. Holmgren,NA
Lupinus confertus,NCU,7/19/1908,1908,Wawona,keep,s.n.,37.536944,-119.656389,"Coker, William","Coker, William",Lupinus confertus
Eriogonum nudum,ID,9/13/2003,2003,"Collected approx. 200 ft up-slope from Yosemite Creek at Yosemite Creek Picnic Area approx. 500 ft S of Highway 120, Tioga Pass Road.",keep,03-YNP-226,37.763889,-119.625,"Jimenez, Jason ",Jason Jimenez,Eriogonum nudum
Hieracium horridum,ID,9/16/2003,2003,"Yosemite National Park, Tamarack Flat Campground, approx. 3.5 road miles S of Highway 120, located E of Crane Flat. Collected approx. 0.25 miles W of campground.",keep,03-YNP-232,37.75046,-119.735827,"Jimenez, Jason ",Jason Jimenez,Hieracium horridum
