family,day,month,year,species
Juncaceae,18,3,1975,Juncus continuus
Juncaceae,4,5,1975,Juncus effusus
Juncaceae,4,5,1975,Juncus effusus
Juncaceae,4,7,1953,Juncus flavidus
Juncaceae,5,1,1973,Juncus flavidus
Juncaceae,18,3,1975,Juncus flavidus
Juncaceae,,1,1989,Juncus flavidus
Juncaceae,12,2,1999,Juncus flavidus
Juncaceae,18,3,1975,Juncus homalocaulis
Juncaceae,11,2,1998,Juncus imbricatus
Juncaceae,2,4,1973,Juncus microcephalus
Juncaceae,11,4,1973,Juncus microcephalus
Juncaceae,24,6,1975,Juncus pallidus
Juncaceae,12,6,1966,Juncus pauciflorus
Juncaceae,12,2,1995,Juncus pauciflorus
Juncaceae,5,1,1973,Juncus planifolius
Juncaceae,14,3,2016,Juncus planifolius
Juncaceae,4,3,1894,Juncus prismatocarpus
Juncaceae,5,1,1973,Juncus prismatocarpus
Juncaceae,18,3,1975,Juncus prismatocarpus
Juncaceae,19,4,1975,Juncus remotiflorus
Juncaceae,13,4,1953,Juncus subsecundus
Juncaceae,8,1,1962,Juncus subsecundus
Juncaceae,18,3,1975,Juncus subsecundus
Juncaceae,18,3,1975,Juncus tenuis
Juncaceae,20,10,1952,Juncus usitatus
Juncaceae,13,4,1953,Juncus usitatus
Juncaceae,4,6,1953,Juncus usitatus
Juncaceae,27,2,1954,Juncus usitatus
Juncaceae,18,3,1975,Juncus usitatus
Juncaceae,6,4,1975,Juncus usitatus
Juncaceae,,9,1893,Juncus vaginatus
Juncaceae,1,1,1896,Juncus vaginatus
Crassulaceae,11,7,2018,Kalanchoe delagoensis
Crassulaceae,11,7,2018,Kalanchoe delagoensis
Fabaceae,1,9,1904,Kennedia prostrata
Fabaceae,1,9,1921,Kennedia prostrata
Fabaceae,,9,1921,Kennedia prostrata
Fabaceae,25,9,1965,Kennedia prostrata
Fabaceae,23,9,1998,Kennedia prostrata
Fabaceae,24,8,1952,Kennedia rubicunda
Fabaceae,21,8,1960,Kennedia rubicunda
Fabaceae,28,8,1970,Kennedia rubicunda
Fabaceae,18,11,2004,Kennedia rubicunda
Myrtaceae,8,6,1903,Kunzea ambigua
Myrtaceae,22,10,1927,Kunzea ambigua
Myrtaceae,24,8,1952,Kunzea ambigua
Myrtaceae,24,8,1952,Kunzea ambigua
Myrtaceae,1,12,1973,Kunzea ambigua
Myrtaceae,14,11,2001,Kunzea ambigua
Myrtaceae,21,1,2015,Kunzea ambigua
Myrtaceae,24,7,2015,Kunzea ambigua
Myrtaceae,17,10,1896,Kunzea capitata
Myrtaceae,1,2,1897,Kunzea capitata
Myrtaceae,19,9,1942,Kunzea capitata
Myrtaceae,31,10,1942,Kunzea capitata
Myrtaceae,,8,1964,Kunzea capitata
Myrtaceae,28,8,1970,Kunzea capitata
Myrtaceae,15,9,1981,Kunzea capitata
Myrtaceae,20,10,1992,Kunzea capitata
Myrtaceae,10,10,1994,Kunzea capitata
Myrtaceae,27,9,2005,Kunzea capitata
Myrtaceae,9,10,2012,Kunzea capitata
Myrtaceae,29,10,2016,Kunzea capitata
Myrtaceae,30,10,2016,Kunzea capitata
Poaceae,22,5,1966,Lachnagrostis filiformis
Poaceae,24,11,1994,Lachnagrostis filiformis
Poaceae,24,11,1994,Lachnagrostis filiformis
Poaceae,24,11,1994,Lagurus ovatus
Proteaceae,27,2,1887,Lambertia formosa
Proteaceae,16,2,1945,Lambertia formosa
Proteaceae,5,10,1961,Lambertia formosa
Proteaceae,5,10,1961,Lambertia formosa
Proteaceae,9,10,1961,Lambertia formosa
Proteaceae,4,5,1969,Lambertia formosa
Proteaceae,31,5,1969,Lambertia formosa
Proteaceae,8,4,1970,Lambertia formosa
Proteaceae,1,10,1971,Lambertia formosa
Proteaceae,,1,1975,Lambertia formosa
Proteaceae,16,2,1975,Lambertia formosa
Proteaceae,7,6,1982,Lambertia formosa
Proteaceae,2,11,1991,Lambertia formosa
Proteaceae,19,2,1992,Lambertia formosa
Proteaceae,20,10,1992,Lambertia formosa
Proteaceae,28,6,1996,Lambertia formosa
Proteaceae,26,3,2012,Lambertia formosa
Proteaceae,9,10,2012,Lambertia formosa
Malvaceae,15,9,1888,Lasiopetalum ferrugineum
Malvaceae,15,9,1888,Lasiopetalum ferrugineum
Malvaceae,15,9,1888,Lasiopetalum ferrugineum
Malvaceae,15,9,1888,Lasiopetalum ferrugineum
Malvaceae,,9,1895,Lasiopetalum ferrugineum
Malvaceae,1,1,1921,Lasiopetalum ferrugineum
Malvaceae,22,10,1927,Lasiopetalum ferrugineum
Malvaceae,23,7,1933,Lasiopetalum ferrugineum
Malvaceae,15,9,1981,Lasiopetalum ferrugineum
Malvaceae,9,8,2005,Lasiopetalum ferrugineum
Malvaceae,3,11,2004,Lasiopetalum parviflorum
Malvaceae,3,11,2004,Lasiopetalum parviflorum
Malvaceae,,10,1890,Lasiopetalum rufum
Malvaceae,13,9,1895,Lasiopetalum rufum
Malvaceae,,9,1895,Lasiopetalum rufum
Malvaceae,31,7,1898,Lasiopetalum rufum
Malvaceae,31,7,1898,Lasiopetalum rufum
Malvaceae,26,9,1910,Lasiopetalum rufum
Malvaceae,,8,1921,Lasiopetalum rufum
Malvaceae,,9,1929,Lasiopetalum rufum
Malvaceae,29,9,1933,Lasiopetalum rufum
Malvaceae,19,9,1942,Lasiopetalum rufum
Malvaceae,14,7,1946,Lasiopetalum rufum
Malvaceae,24,8,1952,Lasiopetalum rufum
Malvaceae,24,8,1952,Lasiopetalum rufum
Malvaceae,18,9,1953,Lasiopetalum rufum
Malvaceae,18,9,1953,Lasiopetalum rufum
Malvaceae,5,9,1991,Lasiopetalum rufum
Dryopteridaceae,,11,1897,Lastreopsis decomposita
Dryopteridaceae,20,10,1952,Lastreopsis decomposita
Dryopteridaceae,22,9,1955,Lastreopsis decomposita
Dryopteridaceae,22,5,1966,Lastreopsis decomposita
Asparagaceae,,10,1888,Laxmannia gracilis
Asparagaceae,26,1,1892,Laxmannia gracilis
Menispermaceae,9,4,1978,Legnephora moorei
Apocynaceae,,1,1899,Leichhardtia flavescens
Apocynaceae,,11,1960,Leichhardtia flavescens
Apocynaceae,1,1,1993,Leichhardtia suaveolens
Rutaceae,5,9,1924,Leionema dentatum
Rutaceae,19,9,1942,Leionema dentatum
Rutaceae,,10,1956,Leionema dentatum
Rutaceae,1,8,1888,Leionema diosmeum
Rutaceae,,8,1934,Leionema diosmeum
Brassicaceae,26,1,1899,Lepidium pseudotasmanicum
Cyperaceae,,12,1895,Lepidosperma concavum
Cyperaceae,3,3,1983,Lepidosperma concavum
Cyperaceae,25,1,1992,Lepidosperma concavum
Cyperaceae,25,1,1992,Lepidosperma concavum
Cyperaceae,10,11,1993,Lepidosperma concavum
Cyperaceae,10,11,1993,Lepidosperma concavum
Cyperaceae,12,9,2013,Lepidosperma concavum
Cyperaceae,,,1899,Lepidosperma filiforme
Cyperaceae,2,6,1973,Lepidosperma filiforme
Cyperaceae,,,1973,Lepidosperma filiforme
Cyperaceae,29,7,2007,Lepidosperma filiforme
Cyperaceae,29,7,2007,Lepidosperma filiforme
Cyperaceae,29,7,2007,Lepidosperma filiforme
Cyperaceae,12,11,2008,Lepidosperma filiforme
Cyperaceae,2,6,1973,Lepidosperma flexuosum
Cyperaceae,21,6,1973,Lepidosperma forsythii
Cyperaceae,18,3,1975,Lepidosperma forsythii
Cyperaceae,18,3,1975,Lepidosperma forsythii
Cyperaceae,18,3,1975,Lepidosperma forsythii
Cyperaceae,18,3,1975,Lepidosperma forsythii
Cyperaceae,25,4,1975,Lepidosperma forsythii
Cyperaceae,4,5,1975,Lepidosperma forsythii
Cyperaceae,12,4,1992,Lepidosperma forsythii
Cyperaceae,25,1,1992,Lepidosperma gunnii
Cyperaceae,12,11,2008,Lepidosperma latens
Cyperaceae,25,3,1984,Lepidosperma laterale
Cyperaceae,25,1,1992,Lepidosperma laterale
Cyperaceae,22,8,1993,Lepidosperma laterale
Cyperaceae,12,2,1995,Lepidosperma laterale
Cyperaceae,31,12,1995,Lepidosperma laterale
Cyperaceae,18,3,1975,Lepidosperma limicola
Cyperaceae,25,4,1975,Lepidosperma limicola
Cyperaceae,10,11,1993,Lepidosperma limicola
Cyperaceae,10,11,1993,Lepidosperma limicola
Cyperaceae,26,3,1951,Lepidosperma longitudinale
Cyperaceae,18,1,1947,Lepidosperma neesii
Cyperaceae,19,5,1973,Lepidosperma neesii
Cyperaceae,2,6,1973,Lepidosperma neesii
Cyperaceae,2,6,1973,Lepidosperma neesii
Cyperaceae,2,6,1973,Lepidosperma neesii
Cyperaceae,12,11,2008,Lepidosperma neesii
Cyperaceae,15,9,2020,Lepidosperma prospectum
Cyperaceae,27,5,1973,Lepidosperma quadrangulatum
Cyperaceae,,,1973,Lepidosperma sieberi
Cyperaceae,12,9,2013,Lepidosperma sieberi
Cyperaceae,16,4,1977,Lepidosperma urophorum
Cyperaceae,25,7,1972,Lepidosperma viscidum
Cyperaceae,21,6,1973,Lepidosperma viscidum
Cyperaceae,10,3,1983,Lepidosperma viscidum
Cyperaceae,25,1,1992,Lepidosperma viscidum
Cyperaceae,25,1,1992,Lepidosperma viscidum
Cyperaceae,25,1,1992,Lepidosperma viscidum
Asteraceae,6,4,1975,Leptinella longipes
Restionaceae,26,3,1951,Leptocarpus tenax
Restionaceae,,3,1953,Leptocarpus tenax
Restionaceae,30,9,1959,Leptocarpus tenax
Restionaceae,13,4,1960,Leptocarpus tenax
Restionaceae,22,4,1975,Leptocarpus tenax
Restionaceae,22,4,1975,Leptocarpus tenax
Restionaceae,22,4,1975,Leptocarpus tenax
Restionaceae,1,9,1977,Leptocarpus tenax
Restionaceae,1,4,1983,Leptocarpus tenax
Restionaceae,23,7,1986,Leptocarpus tenax
Restionaceae,23,7,1986,Leptocarpus tenax
Restionaceae,5,9,1986,Leptocarpus tenax
Restionaceae,22,9,1986,Leptocarpus tenax
Restionaceae,22,9,1986,Leptocarpus tenax
Santalaceae,,4,1896,Leptomeria acida
Santalaceae,19,10,1896,Leptomeria acida
Santalaceae,,10,1898,Leptomeria acida
Santalaceae,,5,1952,Leptomeria acida
Santalaceae,13,4,1953,Leptomeria acida
Santalaceae,24,1,1974,Leptomeria acida
Santalaceae,1,4,1983,Leptomeria acida
Santalaceae,16,5,2006,Leptomeria acida
Santalaceae,16,5,2006,Leptomeria acida
Santalaceae,23,6,2017,Leptomeria acida
Santalaceae,23,6,2017,Leptomeria acida
Myrtaceae,1,11,1890,Leptospermum arachnoides
Myrtaceae,13,8,1914,Leptospermum arachnoides
Myrtaceae,,2,1916,Leptospermum arachnoides
Myrtaceae,23,1,1930,Leptospermum arachnoides
Myrtaceae,25,8,1932,Leptospermum arachnoides
Myrtaceae,,1,1963,Leptospermum arachnoides
Myrtaceae,4,5,1969,Leptospermum arachnoides
Myrtaceae,,1,1975,Leptospermum arachnoides
Myrtaceae,22,2,1977,Leptospermum arachnoides
Myrtaceae,14,12,1979,Leptospermum arachnoides
Myrtaceae,15,10,1987,Leptospermum arachnoides
Myrtaceae,20,10,1992,Leptospermum arachnoides
Myrtaceae,25,11,2005,Leptospermum arachnoides
Myrtaceae,16,5,2006,Leptospermum arachnoides
Myrtaceae,18,3,1961,Leptospermum continentale
Myrtaceae,22,11,1977,Leptospermum continentale
Myrtaceae,22,9,1986,Leptospermum continentale
Myrtaceae,25,2,1899,Leptospermum grandifolium
Myrtaceae,,5,1921,Leptospermum grandifolium
Myrtaceae,7,11,1949,Leptospermum grandifolium
Myrtaceae,,4,1957,Leptospermum grandifolium
Myrtaceae,4,11,1961,Leptospermum grandifolium
Myrtaceae,13,8,1914,Leptospermum juniperinum
Myrtaceae,22,10,1927,Leptospermum juniperinum
Myrtaceae,18,1,1947,Leptospermum juniperinum
Myrtaceae,,1,1961,Leptospermum juniperinum
Myrtaceae,19,12,1979,Leptospermum juniperinum
Myrtaceae,4,1,1984,Leptospermum juniperinum
Myrtaceae,12,8,1985,Leptospermum juniperinum
Myrtaceae,,12,1898,Leptospermum morrisonii
Myrtaceae,15,2,1896,Leptospermum polygalifolium
Myrtaceae,9,1,1947,Leptospermum polygalifolium
Myrtaceae,,11,1959,Leptospermum polygalifolium
Myrtaceae,13,11,1979,Leptospermum polygalifolium
Myrtaceae,14,11,2001,Leptospermum polygalifolium
Myrtaceae,10,10,2005,Leptospermum polygalifolium
Myrtaceae,21,1,2015,Leptospermum polygalifolium
Myrtaceae,27,2,1887,Leptospermum squarrosum
Myrtaceae,14,3,1897,Leptospermum squarrosum
Myrtaceae,,1,1928,Leptospermum squarrosum
Myrtaceae,28,3,1934,Leptospermum squarrosum
Myrtaceae,,4,1957,Leptospermum squarrosum
Myrtaceae,11,5,1957,Leptospermum squarrosum
Myrtaceae,21,8,1960,Leptospermum squarrosum
Myrtaceae,18,3,1961,Leptospermum squarrosum
Myrtaceae,31,3,1971,Leptospermum squarrosum
Myrtaceae,8,1,1975,Leptospermum squarrosum
Myrtaceae,2,12,1975,Leptospermum squarrosum
Myrtaceae,2,12,1975,Leptospermum squarrosum
Myrtaceae,2,12,1975,Leptospermum squarrosum
Myrtaceae,22,11,1977,Leptospermum squarrosum
Myrtaceae,14,12,1979,Leptospermum squarrosum
Myrtaceae,15,9,1981,Leptospermum squarrosum
Myrtaceae,13,6,1982,Leptospermum squarrosum
Myrtaceae,7,9,1982,Leptospermum squarrosum
Myrtaceae,7,9,1982,Leptospermum squarrosum
Myrtaceae,24,3,1984,Leptospermum squarrosum
Myrtaceae,15,3,1992,Leptospermum squarrosum
Myrtaceae,9,10,2012,Leptospermum squarrosum
Myrtaceae,14,3,2016,Leptospermum squarrosum
Restionaceae,25,4,1975,Lepyrodia anarthria
Restionaceae,13,4,1975,Lepyrodia muelleri
Restionaceae,24,1,1992,Lepyrodia muelleri
Restionaceae,24,1,1992,Lepyrodia muelleri
Restionaceae,,3,1897,Lepyrodia scariosa
Restionaceae,1,2,1899,Lepyrodia scariosa
Restionaceae,21,8,1960,Lepyrodia scariosa
Restionaceae,9,1,1974,Lepyrodia scariosa
Restionaceae,1,9,1977,Lepyrodia scariosa
Restionaceae,13,6,1982,Lepyrodia scariosa
Restionaceae,1,4,1983,Lepyrodia scariosa
Restionaceae,23,7,1986,Lepyrodia scariosa
Restionaceae,23,7,1986,Lepyrodia scariosa
Restionaceae,18,1,1989,Lepyrodia scariosa
Restionaceae,18,1,1989,Lepyrodia scariosa
Restionaceae,18,1,1989,Lepyrodia scariosa
Restionaceae,24,1,1992,Lepyrodia scariosa
Restionaceae,24,1,1992,Lepyrodia scariosa
Restionaceae,12,1,1967,Lepyrodia verruculosa
Restionaceae,23,7,1986,Lepyrodia verruculosa
Restionaceae,23,7,1986,Lepyrodia verruculosa
Ericaceae,5,9,1924,Leucopogon affinis
Ericaceae,5,9,1924,Leucopogon affinis
Ericaceae,24,8,1932,Leucopogon affinis
Ericaceae,31,8,1948,Leucopogon affinis
Ericaceae,24,8,1952,Leucopogon affinis
Ericaceae,24,8,1952,Leucopogon affinis
Ericaceae,24,5,1961,Leucopogon affinis
Ericaceae,16,8,1973,Leucopogon affinis
Ericaceae,19,9,1974,Leucopogon affinis
Ericaceae,19,8,1975,Leucopogon affinis
Ericaceae,15,9,1981,Leucopogon affinis
Ericaceae,9,4,1982,Leucopogon affinis
Ericaceae,7,9,1982,Leucopogon affinis
Ericaceae,28,8,1988,Leucopogon affinis
Ericaceae,9,9,1990,Leucopogon affinis
Ericaceae,21,12,1990,Leucopogon affinis
Ericaceae,28,7,2008,Leucopogon affinis
Ericaceae,3,10,1896,Leucopogon amplexicaulis
Ericaceae,3,10,1896,Leucopogon amplexicaulis
Ericaceae,3,10,1896,Leucopogon amplexicaulis
Ericaceae,,10,1898,Leucopogon amplexicaulis
Ericaceae,,9,1900,Leucopogon amplexicaulis
Ericaceae,2,6,1928,Leucopogon amplexicaulis
Ericaceae,22,7,1933,Leucopogon amplexicaulis
Ericaceae,14,7,1946,Leucopogon amplexicaulis
Ericaceae,31,8,1948,Leucopogon amplexicaulis
Ericaceae,2,7,1950,Leucopogon amplexicaulis
Ericaceae,8,11,1950,Leucopogon amplexicaulis
Ericaceae,24,8,1952,Leucopogon amplexicaulis
Ericaceae,24,8,1952,Leucopogon amplexicaulis
Ericaceae,22,8,1955,Leucopogon amplexicaulis
Ericaceae,8,9,1957,Leucopogon amplexicaulis
Ericaceae,4,11,1961,Leucopogon amplexicaulis
Ericaceae,5,8,1973,Leucopogon amplexicaulis
Ericaceae,16,9,1975,Leucopogon amplexicaulis
Ericaceae,15,9,1981,Leucopogon amplexicaulis
Ericaceae,9,10,1984,Leucopogon amplexicaulis
Ericaceae,23,9,1990,Leucopogon amplexicaulis
Ericaceae,16,5,2006,Leucopogon amplexicaulis
Ericaceae,27,2,1887,Leucopogon microphyllus
Ericaceae,17,10,1896,Leucopogon microphyllus
Ericaceae,13,8,1914,Leucopogon microphyllus
Ericaceae,1,1,1921,Leucopogon microphyllus
Ericaceae,16,4,1931,Leucopogon microphyllus
Ericaceae,24,8,1932,Leucopogon microphyllus
Ericaceae,22,7,1933,Leucopogon microphyllus
Ericaceae,11,5,1934,Leucopogon microphyllus
Ericaceae,30,6,1935,Leucopogon microphyllus
Ericaceae,16,2,1945,Leucopogon microphyllus
Ericaceae,24,8,1952,Leucopogon microphyllus
Ericaceae,7,5,1960,Leucopogon microphyllus
Ericaceae,21,8,1960,Leucopogon microphyllus
Ericaceae,9,10,1961,Leucopogon microphyllus
Ericaceae,4,11,1961,Leucopogon microphyllus
Ericaceae,4,5,1969,Leucopogon microphyllus
Ericaceae,4,5,1969,Leucopogon microphyllus
Ericaceae,28,8,1970,Leucopogon microphyllus
Ericaceae,16,9,1975,Leucopogon microphyllus
Ericaceae,15,9,1981,Leucopogon microphyllus
Ericaceae,7,6,1982,Leucopogon microphyllus
Ericaceae,28,3,1984,Leucopogon microphyllus
Ericaceae,28,3,1984,Leucopogon microphyllus
Ericaceae,22,9,1986,Leucopogon microphyllus
Ericaceae,6,12,1987,Leucopogon microphyllus
Ericaceae,9,9,1990,Leucopogon microphyllus
Ericaceae,19,9,1990,Leucopogon microphyllus
Ericaceae,4,1,1991,Leucopogon microphyllus
Ericaceae,20,10,1992,Leucopogon microphyllus
Ericaceae,18,11,2004,Leucopogon microphyllus
Ericaceae,9,3,2005,Leucopogon microphyllus
Ericaceae,27,4,2011,Leucopogon microphyllus
Ericaceae,9,10,2012,Leucopogon microphyllus
Ericaceae,28,8,1970,Leucopogon parviflorus
Ericaceae,28,8,1970,Leucopogon parviflorus
Ericaceae,29,9,2002,Leucopogon parviflorus
Ericaceae,12,8,2018,Leucopogon parviflorus
Ericaceae,1,4,1983,Leucopogon virgatus
Iridaceae,,11,1888,Libertia paniculata
Iridaceae,30,9,1986,Libertia paniculata
Iridaceae,13,10,2012,Libertia paniculata
Iridaceae,13,10,2012,Libertia paniculata
Iridaceae,16,5,2019,Libertia paniculata
Apiaceae,21,1,2005,Lilaeopsis polyantha
Liliaceae,18,3,1975,Lilium formosanum
Liliaceae,18,3,1975,Lilium formosanum
Liliaceae,16,2,2002,Lilium formosanum
Lindsaeaceae,26,4,1948,Lindsaea linearis
Lindsaeaceae,22,9,1955,Lindsaea linearis
Lindsaeaceae,22,7,1933,Lindsaea microphylla
Lindsaeaceae,23,7,1933,Lindsaea microphylla
Lindsaeaceae,,10,1953,Lindsaea microphylla
Lindsaeaceae,22,9,1955,Lindsaea microphylla
Lindsaeaceae,3,5,1960,Lindsaea microphylla
Linaceae,16,2,2002,Linum trigynum
Orchidaceae,1,5,1893,Liparis reflexa
Orchidaceae,4,5,1969,Liparis reflexa
Ericaceae,24,8,1952,Lissanthe strigosa
Ericaceae,24,8,1952,Lissanthe strigosa
Ericaceae,2,7,1966,Lissanthe strigosa
Ericaceae,7,9,1982,Lissanthe strigosa
Ericaceae,7,9,1982,Lissanthe strigosa
Ericaceae,31,7,1997,Lissanthe strigosa
Lauraceae,,,1959,Litsea reticulata
Lauraceae,18,8,1985,Litsea reticulata
Arecaceae,2,2,1949,Livistona australis
Arecaceae,,6,1959,Livistona australis
Arecaceae,28,8,1975,Livistona australis
Arecaceae,28,8,1975,Livistona australis
Arecaceae,28,8,1975,Livistona australis
Arecaceae,28,8,1975,Livistona australis
Arecaceae,28,8,1975,Livistona australis
Arecaceae,28,8,1975,Livistona australis
Arecaceae,28,8,1975,Livistona australis
Arecaceae,28,8,1975,Livistona australis
Arecaceae,28,8,1975,Livistona australis
Arecaceae,28,8,1975,Livistona australis
Arecaceae,28,8,1975,Livistona australis
Campanulaceae,14,12,1952,Lobelia anceps
Campanulaceae,26,1,1958,Lobelia anceps
Campanulaceae,14,3,2016,Lobelia anceps
Campanulaceae,,,1890,Lobelia andrewsii
Campanulaceae,26,1,1958,Lobelia andrewsii
Campanulaceae,16,3,1992,Lobelia andrewsii
Campanulaceae,14,3,2016,Lobelia andrewsii
Campanulaceae,20,7,1958,Lobelia dentata
Campanulaceae,11,6,1994,Lobelia dentata
Campanulaceae,,11,1889,Lobelia gibbosa
Campanulaceae,26,1,1899,Lobelia purpurascens
Campanulaceae,30,3,1979,Lobelia purpurascens
Campanulaceae,27,4,1894,Lobelia simplicicaulis
Loganiaceae,15,9,1888,Logania albiflora
Loganiaceae,,1,1896,Logania albiflora
Loganiaceae,,10,1898,Logania albiflora
Loganiaceae,,9,1927,Logania albiflora
Loganiaceae,24,8,1932,Logania albiflora
Loganiaceae,31,8,1948,Logania albiflora
Loganiaceae,15,9,1981,Logania albiflora
Loganiaceae,9,9,1990,Logania albiflora
Poaceae,,11,1987,Lolium arundinaceum
Asparagaceae,,11,1899,Lomandra brevis
Asparagaceae,30,3,1969,Lomandra brevis
Asparagaceae,13,4,1969,Lomandra brevis
Asparagaceae,13,4,1969,Lomandra brevis
Asparagaceae,6,6,1973,Lomandra brevis
Asparagaceae,19,3,1977,Lomandra brevis
Asparagaceae,19,6,1977,Lomandra brevis
Asparagaceae,22,9,1986,Lomandra brevis
Asparagaceae,22,10,1966,Lomandra cylindrica
Asparagaceae,28,9,1972,Lomandra cylindrica
Asparagaceae,16,8,1975,Lomandra cylindrica
Asparagaceae,4,5,1964,Lomandra filiformis
Asparagaceae,7,8,1967,Lomandra filiformis
Asparagaceae,8,8,1972,Lomandra filiformis
Asparagaceae,16,8,1975,Lomandra filiformis
Asparagaceae,1,10,2001,Lomandra filiformis
Asparagaceae,11,10,2012,Lomandra filiformis
Asparagaceae,25,12,1895,Lomandra fluviatilis
Asparagaceae,25,12,1895,Lomandra fluviatilis
Asparagaceae,25,12,1895,Lomandra fluviatilis
Asparagaceae,25,12,1895,Lomandra fluviatilis
Asparagaceae,22,10,1966,Lomandra fluviatilis
Asparagaceae,22,10,1966,Lomandra fluviatilis
Asparagaceae,15,11,1978,Lomandra fluviatilis
Asparagaceae,20,7,1958,Lomandra glauca
Asparagaceae,21,8,1960,Lomandra glauca
Asparagaceae,,7,1969,Lomandra glauca
Asparagaceae,28,8,1970,Lomandra glauca
Asparagaceae,28,9,1972,Lomandra glauca
Asparagaceae,1,4,1983,Lomandra glauca
Asparagaceae,22,9,1986,Lomandra glauca
Asparagaceae,28,7,2008,Lomandra glauca
Asparagaceae,11,10,2012,Lomandra glauca
Asparagaceae,14,3,2016,Lomandra glauca
Asparagaceae,17,10,1896,Lomandra gracilis
Asparagaceae,4,5,1964,Lomandra gracilis
Asparagaceae,15,11,1978,Lomandra gracilis
Asparagaceae,15,11,1978,Lomandra gracilis
Asparagaceae,1,9,1885,Lomandra longifolia
Asparagaceae,,9,1927,Lomandra longifolia
Asparagaceae,9,12,1961,Lomandra longifolia
Asparagaceae,,7,1969,Lomandra longifolia
Asparagaceae,1,9,1977,Lomandra longifolia
Asparagaceae,15,11,1978,Lomandra longifolia
Asparagaceae,1,4,1983,Lomandra longifolia
Asparagaceae,24,5,1992,Lomandra longifolia
Asparagaceae,26,8,1992,Lomandra longifolia
Asparagaceae,21,1,2015,Lomandra longifolia
Asparagaceae,10,2,2015,Lomandra longifolia
Asparagaceae,13,4,1969,Lomandra micrantha
Asparagaceae,,12,1896,Lomandra multiflora
Asparagaceae,,9,1936,Lomandra multiflora
Asparagaceae,22,9,1955,Lomandra multiflora
Asparagaceae,30,6,1975,Lomandra multiflora
Asparagaceae,26,8,1992,Lomandra multiflora
Asparagaceae,,12,1896,Lomandra obliqua
Asparagaceae,,7,1969,Lomandra obliqua
Asparagaceae,5,11,1971,Lomandra obliqua
Asparagaceae,15,11,1978,Lomandra obliqua
Asparagaceae,24,5,1992,Lomandra obliqua
Asparagaceae,11,6,1994,Lomandra obliqua
Asparagaceae,23,10,1994,Lomandra obliqua
Asparagaceae,1,10,2002,Lomandra obliqua
Asparagaceae,11,10,2012,Lomandra obliqua
Proteaceae,22,10,1927,Lomatia myricoides
Proteaceae,23,1,1946,Lomatia myricoides
Proteaceae,31,5,1982,Lomatia myricoides
Proteaceae,29,6,1986,Lomatia myricoides
Proteaceae,16,1,1988,Lomatia myricoides
Proteaceae,23,1,2014,Lomatia myricoides
Proteaceae,23,1,2014,Lomatia myricoides
Proteaceae,23,1,2014,Lomatia myricoides
Proteaceae,23,1,2014,Lomatia myricoides
Proteaceae,23,1,2014,Lomatia myricoides
Proteaceae,23,1,2014,Lomatia myricoides
Proteaceae,23,1,2014,Lomatia myricoides
Proteaceae,23,1,2014,Lomatia myricoides
Proteaceae,23,1,2014,Lomatia myricoides
Proteaceae,23,1,2014,Lomatia myricoides
Proteaceae,8,5,1943,Lomatia silaifolia
Proteaceae,27,12,1954,Lomatia silaifolia
Proteaceae,19,3,1970,Lomatia silaifolia
Proteaceae,,1,1975,Lomatia silaifolia
Proteaceae,6,12,1987,Lomatia silaifolia
Proteaceae,6,12,1987,Lomatia silaifolia
Proteaceae,12,12,1994,Lomatia silaifolia
Proteaceae,26,3,2012,Lomatia silaifolia
Proteaceae,23,1,2014,Lomatia silaifolia
Proteaceae,23,1,2014,Lomatia silaifolia
Proteaceae,23,1,2014,Lomatia silaifolia
Proteaceae,23,1,2014,Lomatia silaifolia
Proteaceae,23,1,2014,Lomatia silaifolia
Proteaceae,23,1,2014,Lomatia silaifolia
Proteaceae,23,1,2014,Lomatia silaifolia
Proteaceae,23,1,2014,Lomatia silaifolia
Proteaceae,23,1,2014,Lomatia silaifolia
Proteaceae,23,1,2014,Lomatia silaifolia
Myrtaceae,,1,1975,Lophostemon confertus
Juncaceae,21,9,1960,Luzula flaccida
Lycopodiaceae,,3,1893,Lycopodium deuterodensum
Lycopodiaceae,,10,1915,Lycopodium deuterodensum
Lycopodiaceae,22,7,1933,Lycopodium deuterodensum
Lycopodiaceae,,8,1933,Lycopodium deuterodensum
Lycopodiaceae,20,6,1993,Lycopodium deuterodensum
Orchidaceae,13,8,1950,Lyperanthus suaveolens
Orchidaceae,13,8,1950,Lyperanthus suaveolens
Cyperaceae,26,1,1897,Machaerina acuta
Cyperaceae,22,10,1966,Machaerina acuta
Cyperaceae,13,4,1975,Machaerina acuta
Cyperaceae,13,4,1975,Machaerina acuta
Cyperaceae,13,4,1975,Machaerina acuta
Cyperaceae,16,9,1978,Machaerina acuta
Cyperaceae,28,11,2012,Machaerina acuta
Cyperaceae,28,11,2012,Machaerina acuta
Cyperaceae,28,11,2012,Machaerina acuta
Cyperaceae,13,4,1975,Machaerina arthrophylla
Cyperaceae,17,7,1976,Machaerina arthrophylla
Cyperaceae,22,12,1965,Machaerina articulata
Cyperaceae,13,4,1975,Machaerina articulata
Cyperaceae,1,8,1983,Machaerina articulata
Cyperaceae,6,4,1975,Machaerina gunnii
Cyperaceae,6,4,1975,Machaerina gunnii
Cyperaceae,6,4,1975,Machaerina gunnii
Cyperaceae,13,4,1975,Machaerina gunnii
